sku,product_name,type,features,series,application,connection,thread,gender,material,color,sizes_raw,diameter_mm,diameter2_mm,diameter3_mm,angle_deg,inch,length_mm,wall_mm,sdr,sn_class,leftover,image_file,image_count,page_url
7079130070,צינור ביקורת אולטרה סיילנט בקוטר 75,צינור,ביקורת,Ultra Silent,,,,,,,75,75,,,,,,,,,,7079130070.jpg,6,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-75/
7079190070,צינור ביקורת אולטרה סיילנט בקוטר 90,צינור,ביקורת,Ultra Silent,,,,,,,90,90,,,,,,,,,,7079190070.jpg,6,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-90/
7879140070,צינור ביקורת אולטרה סיילנט פלוס  בקוטר 110,צינור,ביקורת,Ultra Silent Plus,,,,,,,110,110,,,,,,,,,,7879140070.jpg,6,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%A4%D7%9C%D7%95%D7%A1-%D7%91%D7%A7%D7%95%D7%98%D7%A8-1/
7879150070,צינור ביקורת אולטרה סיילנט פלוס  בקוטר 125,צינור,ביקורת,Ultra Silent Plus,,,,,,,125,125,,,,,,,,,,7879150070.jpg,4,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%A4%D7%9C%D7%95%D7%A1-%D7%91%D7%A7%D7%95%D7%98%D7%A8-2/
7879160070,צינור ביקורת אולטרה סיילנט פלוס  בקוטר 160,צינור,ביקורת,Ultra Silent Plus,,,,,,,160,160,,,,,,,,,,7879160070.jpg,4,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%A4%D7%9C%D7%95%D7%A1-%D7%91%D7%A7%D7%95%D7%98%D7%A8-3/
49140060,צינור ביקורת לשפכים חמים בקוטר 110,צינור,ביקורת,,שפכים חמים,,,,,,110,110,,,,,,,,,,49140060.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
49150060,צינור ביקורת לשפכים חמים בקוטר 125,צינור,ביקורת,,שפכים חמים,,,,,,125,125,,,,,,,,,,49150060.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-125/
87900070,צינור ביקורת 250,צינור,ביקורת,,,,,,,,250,250,,,,,,,,,,87900070.jpg,5,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-250/
61233060,"צינור זחיח לסיפון ""¼1",צינור,זחיח,,,,,,,,,,,,,"¼1""",,,,,לסיפון,61233060.jpg,6,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%96%D7%97%D7%99%D7%97-%D7%9C%D7%A1%D7%99%D7%A4%D7%95%D7%9F-%C2%BC1-2/
61233060,"צינור זחיח לסיפון ""¼1",צינור,זחיח,,,,,,,,,,,,,"¼1""",,,,,לסיפון,61233060.jpg,5,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%96%D7%97%D7%99%D7%97-%D7%9C%D7%A1%D7%99%D7%A4%D7%95%D7%9F-%C2%BC1/
61450361,"צינור זחיח לסיפון ""2",צינור,זחיח,,,,,,,,,,,,,"2""",,,,,לסיפון,61450361.jpg,6,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%96%D7%97%D7%99%D7%97-%D7%9C%D7%A1%D7%99%D7%A4%D7%95%D7%9F-2-2/
61450361,"צינור זחיח לסיפון ""2",צינור,זחיח,,,,,,,,,,,,,"2""",,,,,לסיפון,61450361.jpg,5,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%96%D7%97%D7%99%D7%97-%D7%9C%D7%A1%D7%99%D7%A4%D7%95%D7%9F-2/
64032400,צינור חלק בקוטר 32 L- 4000,צינור,חלק,,,,,,,,32,32,,,,,4000,,,,,64032400.jpg,6,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%97%D7%9C%D7%A7-%D7%91%D7%A7%D7%95%D7%98%D7%A8-32-l-4000/
64041300,צינור חלק בקוטר 40 L- 3000,צינור,חלק,,,,,,,,40,40,,,,,3000,,,,,64041300.jpg,5,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%97%D7%9C%D7%A7-%D7%91%D7%A7%D7%95%D7%98%D7%A8-40-l-3000/
64041400,צינור חלק בקוטר 40 L- 4000,צינור,חלק,,,,,,,,40,40,,,,,4000,,,,,64041400.jpg,5,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%97%D7%9C%D7%A7-%D7%91%D7%A7%D7%95%D7%98%D7%A8-40-l-4000/
64051300,צינור חלק בקוטר 50 L- 3000,צינור,חלק,,,,,,,,50,50,,,,,3000,,,,,64051300.jpg,6,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%97%D7%9C%D7%A7-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50-l-3000/
64051400,צינור חלק בקוטר 50 L- 4000,צינור,חלק,,,,,,,,50,50,,,,,4000,,,,,64051400.jpg,5,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%97%D7%9C%D7%A7-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50-l-4000/
64063400,צינור חלק בקוטר 63 L- 4000,צינור,חלק,,,,,,,,63,63,,,,,4000,,,,,64063400.jpg,6,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%97%D7%9C%D7%A7-%D7%91%D7%A7%D7%95%D7%98%D7%A8-63-l-4000/
500110300,צינור לביוב מובנה SN-4 בקוטר 110 L3000,צינור,מובנה,,ביוב,,,,,,110,110,,,,,3000,,,SN4,,500110300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-%D7%9E%D7%95%D7%91%D7%A0%D7%94-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l3000/
500110400,צינור לביוב מובנה SN-4 בקוטר 110 L4000,צינור,מובנה,,ביוב,,,,,,110,110,,,,,4000,,,SN4,,500110400.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-%D7%9E%D7%95%D7%91%D7%A0%D7%94-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l4000/
500160300,צינור לביוב מובנה SN-4 בקוטר 160 L3000,צינור,מובנה,,ביוב,,,,,,160,160,,,,,3000,,,SN4,,500160300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-%D7%9E%D7%95%D7%91%D7%A0%D7%94-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l3000/
500160400,צינור לביוב מובנה SN-4 בקוטר 160 L4000,צינור,מובנה,,ביוב,,,,,,160,160,,,,,4000,,,SN4,,500160400.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-%D7%9E%D7%95%D7%91%D7%A0%D7%94-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l4000/
501110300,צינור לביוב מובנה SN-8 בקוטר 110 L3000,צינור,מובנה,,ביוב,,,,,,110,110,,,,,3000,,,SN8,,501110300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-%D7%9E%D7%95%D7%91%D7%A0%D7%94-sn-8-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l3000/
501160300,צינור לביוב מובנה SN-8 בקוטר 160 L3000,צינור,מובנה,,ביוב,,,,,,160,160,,,,,3000,,,SN8,,501160300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-%D7%9E%D7%95%D7%91%D7%A0%D7%94-sn-8-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l3000/
501200300,צינור לביוב מובנה SN-8 בקוטר 200 L3000,צינור,מובנה,,ביוב,,,,,,200,200,,,,,3000,,,SN8,,501200300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-%D7%9E%D7%95%D7%91%D7%A0%D7%94-sn-8-%D7%91%D7%A7%D7%95%D7%98%D7%A8-200-l3000/
501250300,צינור לביוב מובנה SN-8 בקוטר 250 L3000,צינור,מובנה,,ביוב,,,,,,250,250,,,,,3000,,,SN8,,501250300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-%D7%9E%D7%95%D7%91%D7%A0%D7%94-sn-8-%D7%91%D7%A7%D7%95%D7%98%D7%A8-250-l3000/
501315300,צינור לביוב מובנה SN-8 בקוטר 315 L3000,צינור,מובנה,,ביוב,,,,,,315,315,,,,,3000,,,SN8,,501315300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-%D7%9E%D7%95%D7%91%D7%A0%D7%94-sn-8-%D7%91%D7%A7%D7%95%D7%98%D7%A8-315-l3000/
501400300,צינור לביוב מובנה SN-8 בקוטר 400 L3000,צינור,מובנה,,ביוב,,,,,,400,400,,,,,3000,,,SN8,,501400300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-%D7%9E%D7%95%D7%91%D7%A0%D7%94-sn-8-%D7%91%D7%A7%D7%95%D7%98%D7%A8-400-l3000/
51110100,צינור לביוב SN-4 בקוטר 110 L1000,צינור,,,ביוב,,,,,,110,110,,,,,1000,,,SN4,,51110100.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l1000/
51110200,צינור לביוב SN-4 בקוטר 110 L2000,צינור,,,ביוב,,,,,,110,110,,,,,2000,,,SN4,,51110200.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l2000/
51110300,צינור לביוב SN-4 בקוטר 110 L3000,צינור,,,ביוב,,,,,,110,110,,,,,3000,,,SN4,,51110300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l3000/
51110400,צינור לביוב SN-4 בקוטר 110 L4000,צינור,,,ביוב,,,,,,110,110,,,,,4000,,,SN4,,51110400.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l4000/
51110050,צינור לביוב SN-4 בקוטר 110 L500,צינור,,,ביוב,,,,,,110,110,,,,,500,,,SN4,,51110050.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l500/
51160100,צינור לביוב SN-4 בקוטר 160 L1000,צינור,,,ביוב,,,,,,160,160,,,,,1000,,,SN4,,51160100.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l1000/
51160200,צינור לביוב SN-4 בקוטר 160 L2000,צינור,,,ביוב,,,,,,160,160,,,,,2000,,,SN4,,51160200.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l2000/
51160025,צינור לביוב SN-4 בקוטר 160 L250,צינור,,,ביוב,,,,,,160,160,,,,,250,,,SN4,,51160025.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l250/
51160300,צינור לביוב SN-4 בקוטר 160 L3000,צינור,,,ביוב,,,,,,160,160,,,,,3000,,,SN4,,51160300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l3000/
51160400,צינור לביוב SN-4 בקוטר 160 L4000,צינור,,,ביוב,,,,,,160,160,,,,,4000,,,SN4,,51160400.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l4000/
51160050,צינור לביוב SN-4 בקוטר 160 L500,צינור,,,ביוב,,,,,,160,160,,,,,500,,,SN4,,51160050.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l500/
51200100,צינור לביוב SN-4 בקוטר 200 L1000,צינור,,,ביוב,,,,,,200,200,,,,,1000,,,SN4,,51200100.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-200-l1000/
51200300,צינור לביוב SN-4 בקוטר 200 L3000,צינור,,,ביוב,,,,,,200,200,,,,,3000,,,SN4,,51200300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-200-l3000/
51200050,צינור לביוב SN-4 בקוטר 200 L500,צינור,,,ביוב,,,,,,200,200,,,,,500,,,SN4,,51200050.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-200-l500/
56110300,צינור לביוב SN-8 בקוטר 110 L3000,צינור,,,ביוב,,,,,,110,110,,,,,3000,,,SN8,,56110300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-8-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l3000/
56160300,צינור לביוב SN-8 בקוטר 160 L3000,צינור,,,ביוב,,,,,,160,160,,,,,3000,,,SN8,,56160300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-8-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l3000/
56200300,צינור לביוב SN-8 בקוטר 200 L3000,צינור,,,ביוב,,,,,,200,200,,,,,3000,,,SN8,,56200300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-8-%D7%91%D7%A7%D7%95%D7%98%D7%A8-200-l3000/
56250300,צינור לביוב SN-8 בקוטר 250 L3000,צינור,,,ביוב,,,,,,250,250,,,,,3000,,,SN8,,56250300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-8-%D7%91%D7%A7%D7%95%D7%98%D7%A8-250-l3000/
54110100,צינור פוליפרופילן לשפכים חמים בקוטר 110 L1000,צינור,,,שפכים חמים,,,,PP,,110,110,,,,,1000,,,,,54110100.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l1000/
54110015,צינור פוליפרופילן לשפכים חמים בקוטר 110 L150,צינור,,,שפכים חמים,,,,PP,,110,110,,,,,150,,,,,54110015.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l150/
54110150,צינור פוליפרופילן לשפכים חמים בקוטר 110 L1500,צינור,,,שפכים חמים,,,,PP,,110,110,,,,,1500,,,,,54110150.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l1500/
54110200,צינור פוליפרופילן לשפכים חמים בקוטר 110 L2000,צינור,,,שפכים חמים,,,,PP,,110,110,,,,,2000,,,,,54110200.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l2000/
54110025,צינור פוליפרופילן לשפכים חמים בקוטר 110 L250,צינור,,,שפכים חמים,,,,PP,,110,110,,,,,250,,,,,54110025.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l250/
54110300,צינור פוליפרופילן לשפכים חמים בקוטר 110 L3000,צינור,,,שפכים חמים,,,,PP,,110,110,,,,,3000,,,,,54110300.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l3000/
54110050,צינור פוליפרופילן לשפכים חמים בקוטר 110 L500,צינור,,,שפכים חמים,,,,PP,,110,110,,,,,500,,,,,54110050.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l500/
54110075,צינור פוליפרופילן לשפכים חמים בקוטר 110 L750,צינור,,,שפכים חמים,,,,PP,,110,110,,,,,750,,,,,54110075.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l750/
54160400,צינור פוליפרופילן לשפכים חמים בקוטר 160 L4000,צינור,,,שפכים חמים,,,,PP,,160,160,,,,,4000,,,,,54160400.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l4000/
54040100,צינור פוליפרופילן לשפכים חמים בקוטר 40 L1000,צינור,,,שפכים חמים,,,,PP,,40,40,,,,,1000,,,,,54040100.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-40-l1000/
54040300,צינור פוליפרופילן לשפכים חמים בקוטר 40 L3000,צינור,,,שפכים חמים,,,,PP,,40,40,,,,,3000,,,,,54040300.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-40-l3000/
54040050,צינור פוליפרופילן לשפכים חמים בקוטר 40 L500,צינור,,,שפכים חמים,,,,PP,,40,40,,,,,500,,,,,54040050.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-40-l500/
54050100,צינור פוליפרופילן לשפכים חמים בקוטר 50 L1000,צינור,,,שפכים חמים,,,,PP,,50,50,,,,,1000,,,,,54050100.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50-l1000/
54050025,צינור פוליפרופילן לשפכים חמים בקוטר 50 L250,צינור,,,שפכים חמים,,,,PP,,50,50,,,,,250,,,,,54050025.jpg,3,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50-l250/
54050300,צינור פוליפרופילן לשפכים חמים בקוטר 50 L3000,צינור,,,שפכים חמים,,,,PP,,50,50,,,,,3000,,,,,54050300.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50-l3000/
54050400,צינור פוליפרופילן לשפכים חמים בקוטר 50 L4000,צינור,,,שפכים חמים,,,,PP,,50,50,,,,,4000,,,,,54050400.jpg,2,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50-l4000/
54050050,צינור פוליפרופילן לשפכים חמים בקוטר 50 L500,צינור,,,שפכים חמים,,,,PP,,50,50,,,,,500,,,,,54050050.jpg,4,https://www.huliot.co.il/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50-l500/
