sku,product_name,type,features,series,application,connection,thread,gender,material,color,sizes_raw,diameter_mm,diameter2_mm,diameter3_mm,angle_deg,inch,length_mm,wall_mm,sdr,sn_class,leftover,image_file,image_count,page_url
40060458,ברך לשפכים חמים 45° עם ביקורת ימין בקוטר 160,ברך,עם ביקורת|ימין,,שפכים חמים,,,,,,160,160,,,45,,,,,,,40060458.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-45-%D7%A2%D7%9D-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%99%D7%9E%D7%99%D7%9F-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
40040469,ברך לשפכים חמים 45° עם ביקורת שמאל בקוטר 110,ברך,עם ביקורת|שמאל,,שפכים חמים,,,,,,110,110,,,45,,,,,,,40040469.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-45-%D7%A2%D7%9D-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%A9%D7%9E%D7%90%D7%9C-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
40060459,ברך לשפכים חמים 45° עם ביקורת שמאל בקוטר 160,ברך,עם ביקורת|שמאל,,שפכים חמים,,,,,,160,160,,,45,,,,,,,40060459.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-45-%D7%A2%D7%9D-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%A9%D7%9E%D7%90%D7%9C-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
40040460,ברך לשפכים חמים 45º בקוטר 110,ברך,,,שפכים חמים,,,,,,110,110,,,45,,,,,,,40040460.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-45o-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
40050460,ברך לשפכים חמים 45º בקוטר 125,ברך,,,שפכים חמים,,,,,,125,125,,,45,,,,,,,40050460.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-45o-%D7%91%D7%A7%D7%95%D7%98%D7%A8-125/
40060460,ברך לשפכים חמים 45º בקוטר 160,ברך,,,שפכים חמים,,,,,,160,160,,,45,,,,,,,40060460.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-45o-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
40010460,ברך לשפכים חמים 45º בקוטר 40,ברך,,,שפכים חמים,,,,,,40,40,,,45,,,,,,,40010460.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-45o-%D7%91%D7%A7%D7%95%D7%98%D7%A8-40/
40020460,ברך לשפכים חמים 45º בקוטר 50,ברך,,,שפכים חמים,,,,,,50,50,,,45,,,,,,,40020460.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-45o-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50/
40030460,ברך לשפכים חמים 45º בקוטר 75,ברך,,,שפכים חמים,,,,,,75,75,,,45,,,,,,,40030460.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-45o-%D7%91%D7%A7%D7%95%D7%98%D7%A8-75/
40040867,ברך לשפכים חמים 87° עם ביקורת גב בקוטר 110,ברך,עם ביקורת גב,,שפכים חמים,,,,,,110,110,,,87,,,,,,,40040867.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87-%D7%A2%D7%9D-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%92%D7%91-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
40060857,ברך לשפכים חמים 87° עם ביקורת גב בקוטר 160,ברך,עם ביקורת גב,,שפכים חמים,,,,,,160,160,,,87,,,,,,,40060857.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87-%D7%A2%D7%9D-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%92%D7%91-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
40020867,ברך לשפכים חמים 87° עם ביקורת גב בקוטר 50,ברך,עם ביקורת גב,,שפכים חמים,,,,,,50,50,,,87,,,,,,,40020867.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87-%D7%A2%D7%9D-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%92%D7%91-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50/
40030867,ברך לשפכים חמים 87° עם ביקורת גב בקוטר 75,ברך,עם ביקורת גב,,שפכים חמים,,,,,,75,75,,,87,,,,,,,40030867.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87-%D7%A2%D7%9D-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%92%D7%91-%D7%91%D7%A7%D7%95%D7%98%D7%A8-75/
40040868,ברך לשפכים חמים 87° עם ביקורת ימין בקוטר 110,ברך,עם ביקורת|ימין,,שפכים חמים,,,,,,110,110,,,87,,,,,,,40040868.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87-%D7%A2%D7%9D-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%99%D7%9E%D7%99%D7%9F-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
40060858,ברך לשפכים חמים 87° עם ביקורת ימין בקוטר 160,ברך,עם ביקורת|ימין,,שפכים חמים,,,,,,160,160,,,87,,,,,,,40060858.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87-%D7%A2%D7%9D-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%99%D7%9E%D7%99%D7%9F-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
40040869,ברך לשפכים חמים 87° עם ביקורת שמאל בקוטר 110,ברך,עם ביקורת|שמאל,,שפכים חמים,,,,,,110,110,,,87,,,,,,,40040869.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87-%D7%A2%D7%9D-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%A9%D7%9E%D7%90%D7%9C-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
40060859,ברך לשפכים חמים 87° עם ביקורת שמאל בקוטר 160,ברך,עם ביקורת|שמאל,,שפכים חמים,,,,,,160,160,,,87,,,,,,,40060859.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87-%D7%A2%D7%9D-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%A9%D7%9E%D7%90%D7%9C-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
40040860,ברך לשפכים חמים 87º בקוטר 110,ברך,,,שפכים חמים,,,,,,110,110,,,87,,,,,,,40040860.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87o-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
40050860,ברך לשפכים חמים 87º בקוטר 125,ברך,,,שפכים חמים,,,,,,125,125,,,87,,,,,,,40050860.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87o-%D7%91%D7%A7%D7%95%D7%98%D7%A8-125/
40060860,ברך לשפכים חמים 87º בקוטר 160,ברך,,,שפכים חמים,,,,,,160,160,,,87,,,,,,,40060860.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87o-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
40010860,ברך לשפכים חמים 87º בקוטר 40,ברך,,,שפכים חמים,,,,,,40,40,,,87,,,,,,,40010860.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87o-%D7%91%D7%A7%D7%95%D7%98%D7%A8-40/
40020860,ברך לשפכים חמים 87º בקוטר 50,ברך,,,שפכים חמים,,,,,,50,50,,,87,,,,,,,40020860.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87o-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50/
40030860,ברך לשפכים חמים 87º בקוטר 75,ברך,,,שפכים חמים,,,,,,75,75,,,87,,,,,,,40030860.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-87o-%D7%91%D7%A7%D7%95%D7%98%D7%A8-75/
71456863,ברך מצרה טלסקופית צד אחד שקע תקע ™SmartLock,ברך,מצרה,SmartLock,,שקע-תקע,,,,,,,,,,,,,,,טלסקופית צד אחד,71456863.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9E%D7%A6%D7%A8%D7%94-%D7%98%D7%9C%D7%A1%D7%A7%D7%95%D7%A4%D7%99%D7%AA-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%A9%D7%A7%D7%A2-%D7%AA%D7%A7%D7%A2-smartlock/
70043930,ברך מצרה לסיפון 32/40/90° צד אחד שקע תקע ™SmartLock,ברך,מצרה,SmartLock,,שקע-תקע,,,,,32/40,32,40,,90,,,,,,לסיפון צד אחד,70043930.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A1%D7%99%D7%A4%D7%95%D7%9F-32-40-90-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%A9%D7%A7%D7%A2-%D7%AA%D7%A7%D7%A2-smartlock/
70053930,ברך מצרה 32/50/90° צד אחד שקע תקע ™SmartLock,ברך,מצרה,SmartLock,,שקע-תקע,,,,,32/50,32,50,,90,,,,,,צד אחד,70053930.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%9E%D7%A6%D7%A8%D7%94-32-50-90-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%A9%D7%A7%D7%A2-%D7%AA%D7%A7%D7%A2-smartlock/
60043930,ברך סיפון “¼1,ברך,סיפון,,,,,,,,,,,,,"¼1""",,,,,,60043930.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%A1%D7%99%D7%A4%D7%95%D7%9F-%C2%BC1/
70033460,ברך 32/45°  ™SmartLock,ברך,,SmartLock,,,,,,,32,32,,,45,,,,,,,70033460.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-32-45-smartlock/
70033960,ברך 32/90°  ™SmartLock,ברך,,SmartLock,,,,,,,32,32,,,90,,,,,,,70033960.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-32-90-smartlock/
70041150,ברך 40/15° צד אחד חלק ™SmartLock,ברך,צד אחד חלק,SmartLock,,,,,,,40,40,,,15,,,,,,,70041150.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-40-15-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7-smartlock/
70041300,ברך 40/30° צד אחד חלק ™SmartLock,ברך,צד אחד חלק,SmartLock,,,,,,,40,40,,,30,,,,,,,70041300.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-40-30-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7-smartlock/
70041460,ברך 40/45° צד אחד חלק ™SmartLock,ברך,צד אחד חלק,SmartLock,,,,,,,40,40,,,45,,,,,,,70041460.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-40-45-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7-smartlock/
60041460,ברך 40/45 צד אחד חלק,ברך,צד אחד חלק,,,,,,,,40/45,40,,,45,,,,,,,60041460.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-40-45-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7/
70044460,ברך 40/45°  ™SmartLock,ברך,,SmartLock,,,,,,,40,40,,,45,,,,,,,70044460.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-40-45-smartlock/
70041960,ברך 40/90° צד אחד חלק ™SmartLock,ברך,צד אחד חלק,SmartLock,,,,,,,40,40,,,90,,,,,,,70041960.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-40-90-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7-smartlock/
60041960,ברך 40/90 צד אחד חלק,ברך,צד אחד חלק,,,,,,,,40/90,40,,,90,,,,,,,60041960.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-40-90-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7/
70044960,ברך 40/90°  ™SmartLock,ברך,,SmartLock,,,,,,,40,40,,,90,,,,,,,70044960.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-40-90-smartlock/
60033460,ברך 45° 32/32,ברך,,,,,,,,,32/32,32,32,,45,,,,,,,60033460.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-45-32-32/
60044460,ברך 45° 40/40,ברך,,,,,,,,,40/40,40,40,,45,,,,,,,60044460.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-45-40-40/
60055460,ברך 45° 50/50,ברך,,,,,,,,,50/50,50,50,,45,,,,,,,60055460.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-45-50-50/
60066463,ברך 45° 63/63,ברך,,,,,,,,,63/63,63,63,,45,,,,,,,60066463.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-45-63-63/
42144445,ברך 45º מצרה לתיקון 110/100,ברך,מצרה,,,,,,,,110/100,110,100,,45,,,,,,לתיקון,42144445.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-45o-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%AA%D7%99%D7%A7%D7%95%D7%9F-110100/
87090470,ברך 45º,ברך,,,,,,,,,,,,,45,,,,,,,87090470.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-45o/
70051150,ברך 50/15° צד אחד חלק ™SmartLock,ברך,צד אחד חלק,SmartLock,,,,,,,50,50,,,15,,,,,,,70051150.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-50-15-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7-smartlock/
60051150,ברך 50/15 צד אחד חלק,ברך,צד אחד חלק,,,,,,,,50/15,50,,,15,,,,,,,60051150.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-50-15-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7/
70051300,ברך 50/30° צד אחד חלק ™SmartLock,ברך,צד אחד חלק,SmartLock,,,,,,,50,50,,,30,,,,,,,70051300.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-50-30-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7-smartlock/
60051300,ברך 50/30 צד אחד חלק,ברך,צד אחד חלק,,,,,,,,50/30,50,,,30,,,,,,,60051300.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-50-30-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7/
70051460,ברך 50/45° צד אחד חלק ™SmartLock,ברך,צד אחד חלק,SmartLock,,,,,,,50,50,,,45,,,,,,,70051460.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-50-45-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7-smartlock/
60051460,ברך 50/45 צד אחד חלק,ברך,צד אחד חלק,,,,,,,,50/45,50,,,45,,,,,,,60051460.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-50-45-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7/
70055460,ברך 50/45°  ™SmartLock,ברך,,SmartLock,,,,,,,50,50,,,45,,,,,,,70055460.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-50-45-smartlock/
70051960,ברך 50/90° צד אחד חלק ™SmartLock,ברך,צד אחד חלק,SmartLock,,,,,,,50,50,,,90,,,,,,,70051960.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-50-90-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7-smartlock/
60051960,ברך 50/90 צד אחד חלק,ברך,צד אחד חלק,,,,,,,,50/90,50,,,90,,,,,,,60051960.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-50-90-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7/
70055960,ברך 50/90°  ™SmartLock,ברך,,SmartLock,,,,,,,50,50,,,90,,,,,,,70055960.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-50-90-smartlock/
70066463,ברך 63/45°  ™SmartLock,ברך,,SmartLock,,,,,,,63,63,,,45,,,,,,,70066463.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-63-45-smartlock/
42144845,ברך 87º מצרה לתיקון 110/100,ברך,מצרה,,,,,,,,110/100,110,100,,87,,,,,,לתיקון,42144845.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-87o-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%AA%D7%99%D7%A7%D7%95%D7%9F-110100/
60033960,ברך 90° 32/32,ברך,,,,,,,,,32/32,32,32,,90,,,,,,,60033960.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-90-32-32/
60043960,ברך 90° 40/32,ברך,,,,,,,,,40/32,40,32,,90,,,,,,,60043960.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-90-40-32/
60044960,ברך 90° 40/40,ברך,,,,,,,,,40/40,40,40,,90,,,,,,,60044960.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-90-40-40/
60053960,ברך 90° 50/32,ברך,,,,,,,,,50/32,50,32,,90,,,,,,,60053960.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-90-50-32/
60054960,ברך 90° 50/40,ברך,,,,,,,,,50/40,50,40,,90,,,,,,,60054960.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-90-50-40/
60055960,ברך 90° 50/50,ברך,,,,,,,,,50/50,50,50,,90,,,,,,,60055960.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-90-50-50/
8861601100,"גליל צינור ™HiPE-X מושחל אדום קוטר: 16 מ""מ אורך: 100 מטר",גליל צינור,מושחל,HiPE-X,,,,,,אדום,16,16,,,,,100000,,,,,8861601100.jpg,6,https://www.huliot.co.il/product/%D7%92%D7%9C%D7%99%D7%9C-%D7%A6%D7%99%D7%A0%D7%95%D7%A8-hipe-x-%D7%9E%D7%95%D7%A9%D7%97%D7%9C-%D7%90%D7%93%D7%95%D7%9D-%D7%A7%D7%95%D7%98%D7%A8-16-%D7%9E%D7%9E-%D7%90%D7%95%D7%A8%D7%9A-100/
8861601050,"גליל צינור ™HiPE-X מושחל אדום קוטר: 16 מ""מ אורך: 50 מטר",גליל צינור,מושחל,HiPE-X,,,,,,אדום,16,16,,,,,50000,,,,,8861601050.jpg,6,https://www.huliot.co.il/product/%D7%92%D7%9C%D7%99%D7%9C-%D7%A6%D7%99%D7%A0%D7%95%D7%A8-hipe-x-%D7%9E%D7%95%D7%A9%D7%97%D7%9C-%D7%90%D7%93%D7%95%D7%9D-%D7%A7%D7%95%D7%98%D7%A8-16-%D7%9E%D7%9E-%D7%90%D7%95%D7%A8%D7%9A-50/
8861602100,"גליל צינור ™HiPE-X מושחל כחול קוטר: 16 מ""מ אורך: 100 מטר",גליל צינור,מושחל,HiPE-X,,,,,,כחול,16,16,,,,,100000,,,,,8861602100.jpg,5,https://www.huliot.co.il/product/%D7%92%D7%9C%D7%99%D7%9C-%D7%A6%D7%99%D7%A0%D7%95%D7%A8-hipe-x-%D7%9E%D7%95%D7%A9%D7%97%D7%9C-%D7%9B%D7%97%D7%95%D7%9C-%D7%A7%D7%95%D7%98%D7%A8-16-%D7%9E%D7%9E-%D7%90%D7%95%D7%A8%D7%9A-100/
8861602050,"גליל צינור ™HiPE-X מושחל כחול קוטר: 16 מ""מ אורך: 50 מטר",גליל צינור,מושחל,HiPE-X,,,,,,כחול,16,16,,,,,50000,,,,,8861602050.jpg,6,https://www.huliot.co.il/product/%D7%92%D7%9C%D7%99%D7%9C-%D7%A6%D7%99%D7%A0%D7%95%D7%A8-hipe-x-%D7%9E%D7%95%D7%A9%D7%97%D7%9C-%D7%9B%D7%97%D7%95%D7%9C-%D7%A7%D7%95%D7%98%D7%A8-16-%D7%9E%D7%9E-%D7%90%D7%95%D7%A8%D7%9A-50/
8862004100,"גליל צינור ™HiPE-X מושחל שחור קוטר: 20 מ""מ אורך: 100 מטר",גליל צינור,מושחל,HiPE-X,,,,,,שחור,20,20,,,,,100000,,,,,8862004100.jpg,6,https://www.huliot.co.il/product/%D7%92%D7%9C%D7%99%D7%9C-%D7%A6%D7%99%D7%A0%D7%95%D7%A8-hipe-x-%D7%9E%D7%95%D7%A9%D7%97%D7%9C-%D7%A9%D7%97%D7%95%D7%A8-%D7%A7%D7%95%D7%98%D7%A8-20-%D7%9E%D7%9E-%D7%90%D7%95%D7%A8%D7%9A-100/
8862004050,"גליל צינור ™HiPE-X מושחל שחור קוטר: 20 מ""מ אורך: 50 מטר",גליל צינור,מושחל,HiPE-X,,,,,,שחור,20,20,,,,,50000,,,,,8862004050.jpg,6,https://www.huliot.co.il/product/%D7%92%D7%9C%D7%99%D7%9C-%D7%A6%D7%99%D7%A0%D7%95%D7%A8-hipe-x-%D7%9E%D7%95%D7%A9%D7%97%D7%9C-%D7%A9%D7%97%D7%95%D7%A8-%D7%A7%D7%95%D7%98%D7%A8-20-%D7%9E%D7%9E-%D7%90%D7%95%D7%A8%D7%9A-50/
8862504050,"גליל צינור ™HiPE-X מושחל שחור קוטר: 25 מ""מ אורך: 50 מטר",גליל צינור,מושחל,HiPE-X,,,,,,שחור,25,25,,,,,50000,,,,,8862504050.jpg,6,https://www.huliot.co.il/product/%D7%92%D7%9C%D7%99%D7%9C-%D7%A6%D7%99%D7%A0%D7%95%D7%A8-hipe-x-%D7%9E%D7%95%D7%A9%D7%97%D7%9C-%D7%A9%D7%97%D7%95%D7%A8-%D7%A7%D7%95%D7%98%D7%A8-25-%D7%9E%D7%9E-%D7%90%D7%95%D7%A8%D7%9A-50/
8863204050,"גליל צינור ™HiPE-X מושחל שחור קוטר: 32 מ""מ אורך: 50 מטר",גליל צינור,מושחל,HiPE-X,,,,,,שחור,32,32,,,,,50000,,,,,8863204050.jpg,6,https://www.huliot.co.il/product/%D7%92%D7%9C%D7%99%D7%9C-%D7%A6%D7%99%D7%A0%D7%95%D7%A8-hipe-x-%D7%9E%D7%95%D7%A9%D7%97%D7%9C-%D7%A9%D7%97%D7%95%D7%A8-%D7%A7%D7%95%D7%98%D7%A8-32-%D7%9E%D7%9E-%D7%90%D7%95%D7%A8%D7%9A-50/
8861603100,"גליל צינור ™HiPE-X קוטר: 16 מ""מ אורך: 100 מטר",גליל צינור,,HiPE-X,,,,,,,16,16,,,,,100000,,,,,8861603100.jpg,6,https://www.huliot.co.il/product/%D7%92%D7%9C%D7%99%D7%9C-%D7%A6%D7%99%D7%A0%D7%95%D7%A8-hipe-x-%D7%A7%D7%95%D7%98%D7%A8-16-%D7%9E%D7%9E-%D7%90%D7%95%D7%A8%D7%9A-100-%D7%9E%D7%98%D7%A8/
8861603050,"גליל צינור ™HiPE-X קוטר: 16 מ""מ אורך: 50 מטר",גליל צינור,,HiPE-X,,,,,,,16,16,,,,,50000,,,,,8861603050.jpg,6,https://www.huliot.co.il/product/%D7%92%D7%9C%D7%99%D7%9C-%D7%A6%D7%99%D7%A0%D7%95%D7%A8-hipe-x-%D7%A7%D7%95%D7%98%D7%A8-16-%D7%9E%D7%9E-%D7%90%D7%95%D7%A8%D7%9A-50-%D7%9E%D7%98%D7%A8/
8862003100,"גליל צינור ™HiPE-X קוטר: 20 מ""מ אורך: 100 מטר",גליל צינור,,HiPE-X,,,,,,,20,20,,,,,100000,,,,,8862003100.jpg,6,https://www.huliot.co.il/product/%D7%92%D7%9C%D7%99%D7%9C-%D7%A6%D7%99%D7%A0%D7%95%D7%A8-hipe-x-%D7%A7%D7%95%D7%98%D7%A8-20-%D7%9E%D7%9E-%D7%90%D7%95%D7%A8%D7%9A-100-%D7%9E%D7%98%D7%A8/
